merchant_abn,name,tags,revenue_level,take_rate
54056521797,Aenean Egestas Hendrerit Ltd,motor,a,6.55
54062916822,Lorem Eu Metus PC,artist supply,c,2.77
54071870652,Turpis In PC,computer,a,5.83
54089653894,Leo PC,shoe,a,6.0
54094693762,Pulvinar Arcu Incorporated,opticians,d,0.71
54097385985,Magna Nam Ltd,health,b,3.87
54136363643,Mi Lorem Industries,stationery,b,3.68
54171624416,Dolor Corporation,computer,c,2.82
54197321846,Parturient Montes Corporation,computer,c,1.91
54272781746,Non Massa Institute,bicycle,b,4.54
54273147353,Fames Ac Limited,artist supply,c,2.8
54277261175,In Magna PC,antique,c,1.46
54278310951,Nullam Institute,books,c,1.62
54291122944,Ipsum Primis In Inc.,books,b,4.56
54292545196,Et Pede Inc.,motor,e,0.28
54327105512,Suscipit Nonummy Fusce Inc.,health,a,5.58
54331336835,Aliquet Metus Ltd,watch,a,6.78
54361802955,Varius Ultrices Mauris Inc.,watch,a,6.96
54400686779,Etiam Imperdiet Ltd,music,a,6.44
54429225092,Ridiculus Mus Aenean LLP,gift,a,6.57
54474048212,Leo Morbi Limited,equipment,c,1.98
54509096655,Ac LLP,cable,a,6.93
54528548574,Consectetuer Rhoncus Institute,health,c,2.13
54550134954,Tempor Diam Dictum Company,tent,b,3.94
54611298155,Tortor Dictum Corp.,music,a,6.37
54654230431,Malesuada Vel Venenatis Limited,shoe,c,1.51
54687916328,Ligula Nullam PC,bicycle,c,3.03
54702673300,Maecenas Mi Industries,equipment,c,2.46
54705111450,Eleifend Non Inc.,gift,b,4.64
54751110960,Nec Malesuada LLP,furniture,b,3.36
54762063900,Eu Erat Corp.,tent,b,3.67
54785263912,Eget Tincidunt Dui LLC,motor,b,4.56
54790190524,Ac Ltd,telecom,a,6.75
54860127682,Laoreet Posuere Enim Limited,antique,a,6.01
54874856789,Euismod Urna Incorporated,hobby,a,6.28
54893491429,Rutrum Eu Incorporated,bicycle,a,5.84
54900312378,Non Ante Bibendum PC,stationery,b,3.1
54907027470,Euismod Corp.,computer,a,6.63
54923508125,Ullamcorper Duis Corporation,garden supply,a,6.4
54966031548,Donec Nibh Corporation,motor,c,2.66
54988683231,Nibh Donec Ltd,watch,a,6.08
54994826109,Augue Ut Industries,bicycle,c,2.46
55023001789,Fermentum Inc.,opticians,b,4.61
55039720870,Dignissim Magna PC,computer,b,4.67
55069630872,A Nunc Corp.,florists,b,4.27
55090181035,Dictum Ultricies Ltd,computer,a,6.43
55092047467,Lectus Justo Incorporated,jewelry,c,1.95
55094723224,Nulla Facilisi Associates,computer,c,1.84
55096581107,Sagittis Associates,computer,a,6.08
55101569426,Suspendisse Ltd,computer,b,4.36
55123279982,Luctus Lobortis Class Institute,computer,a,6.45
55132869928,Curae Institute,hobby,b,3.88
55179323922,Aliquet Phasellus Fermentum Associates,gift,b,3.46
55193751157,Rhoncus Proin PC,equipment,a,5.66
55270512213,Mauris Molestie Corp.,books,b,3.24
55279811979,Natoque Penatibus Et Corporation,books,b,4.96
55294337974,Tristique Senectus Et Ltd,furniture,c,2.46
55306842177,Aliquam Iaculis Lacus Foundation,equipment,a,6.31
55306852930,Pede Nunc LLC,hobby,b,5.0
55307299248,Praesent Luctus Curabitur Industries,stationery,c,2.25
55325186693,Aliquam Nisl Corporation,gift,b,4.44
55348614885,Tortor Nunc LLC,music,b,4.78
55402538421,Orci Ut Semper Incorporated,furniture,a,6.94
55403018592,Elit Limited,antique,b,4.84
55407818029,Imperdiet LLP,telecom,b,4.26
55417076134,Posuere Enim Nisl PC,cable,a,5.92
55430629945,Metus Facilisis Associates,gift,b,4.84
55433932875,Nullam Vitae Diam PC,opticians,e,0.22
55446764764,Turpis Nulla Incorporated,tent,c,2.08
55501929396,Mauris Sagittis Corp.,health,b,3.5
55555661470,Nullam Scelerisque LLC,jewelry,c,1.83
55559667703,Quis Incorporated,bicycle,a,6.45
55562579755,Enim Curabitur Massa Foundation,florists,a,5.65
55586008544,Eleifend Egestas Ltd,stationery,c,2.66
55597122840,Cursus Nunc Mauris Ltd,florists,d,1.04
55622580330,Lacus LLP,books,e,0.1
55641364241,Duis Volutpat PC,books,a,6.87
55646417663,Nisi Cum LLC,artist supply,c,3.03
55661978105,Lectus Convallis Est LLC,art dealer,b,4.58
55670302206,Nulla Donec Ltd,tent,c,2.15
55702861356,Donec Feugiat Metus Associates,health,b,4.25
55749740446,Sagittis Semper Nam Consulting,stationery,a,5.98
55778594682,Auctor Nunc Consulting,digital goods,b,4.03
55828706874,Eget Venenatis A Incorporated,music,a,6.87
55842128301,A Ultricies Adipiscing LLC,shoe,a,6.26
55844327847,Ipsum Ac Mi Associates,motor,b,4.43
55878420190,Ultrices Mauris PC,tent,b,3.12
55883454313,Vitae Orci Phasellus Foundation,opticians,d,0.97
55902748589,Sociis Natoque Penatibus Associates,furniture,b,3.48
55948741668,Orci Sem Eget Foundation,digital goods,c,3.04
55955609006,Nec Enim Nunc LLP,cable,b,3.52
55958301764,Eget Magna Ltd,computer,b,4.99
55997183965,Quam Elementum At LLP,music,a,6.73
56002073911,Sapien Cras Dolor LLC,furniture,c,1.48
56014638362,Laoreet Libero Foundation,florists,a,6.84
56018978883,Egestas Fusce Aliquet Institute,telecom,b,3.7
56023220219,Nam Interdum Company,stationery,c,1.54
56030772622,Sem Vitae Corp.,stationery,a,5.92
56139017231,Nec Mollis Vitae PC,music,a,6.67
56140067651,Nullam Ut Limited,music,b,4.92
56144254367,Erat Etiam Vestibulum LLP,stationery,b,3.12
56191979620,Non Sollicitudin PC,telecom,b,4.16
56204411255,Mauris Vel Turpis Corporation,bicycle,a,5.67
56210484274,Eget Odio PC,cable,b,3.44
56236492160,Arcu Ac Industries,computer,a,5.62
56259793520,Ligula Aliquam Inc.,watch,b,5.05
56341925306,Dolor Sit Company,digital goods,a,6.26
56347643455,Sem Magna Nec Associates,bicycle,a,6.59
56429066925,Porta LLP,garden supply,a,6.78
56439821700,Ipsum Curabitur LLP,computer,d,1.24
56463450814,Lacus Varius LLC,shoe,a,6.44
56479646937,Curabitur Vel LLC,hobby,a,5.88
56482885504,Libero Morbi Company,digital goods,c,2.58
56488744658,Imperdiet Ullamcorper LLC,motor,a,6.9
56489374516,Aliquam Tincidunt Institute,bicycle,b,5.09
56490929085,Ipsum Nunc LLP,furniture,b,4.87
56519940783,Malesuada Limited,watch,c,1.9
56530958295,Pede Et LLC,equipment,a,6.72
56554875815,Ipsum Porta Elit Limited,antique,b,4.64
56559128138,Nec Tempus Mauris LLC,motor,b,4.92
56597561444,Eget Volutpat Corp.,motor,c,2.24
56624752594,Tincidunt Vehicula Corp.,equipment,a,5.85
56626211479,Dignissim Maecenas Ornare Associates,hobby,b,4.16
56659127324,Mattis Cras Institute,florists,c,2.21
56680601741,Lectus Ante Corp.,digital goods,b,4.16
56683290946,Duis Mi LLC,shoe,c,1.79
56709391097,Aliquam Enim Foundation,artist supply,b,3.44
56723208962,Risus Donec Associates,watch,c,2.06
56727542957,Phasellus In Ltd,cable,a,6.71
56729951690,Quam Corporation,health,a,6.59
56738316313,Sollicitudin A LLP,antique,c,1.97
56738437245,Fringilla Corp.,music,c,2.46
56762458844,In Inc.,opticians,a,6.08
56766066037,Nam Corp.,telecom,b,4.14
56779111060,Elit Curabitur Institute,hobby,a,6.87
56796074347,Aliquam Institute,garden supply,a,5.8
56796971172,Enim Non Nisi Corporation,shoe,a,5.81
56806164521,Tempor Augue Ac Foundation,jewelry,b,3.77
56829863713,Nascetur Ridiculus Corp.,computer,a,6.69
56879961531,Per LLP,books,a,6.15
56923368251,Eget Lacus Mauris Institute,watch,a,6.14
56939946451,Neque Et Corporation,stationery,a,5.85
56945094143,Rutrum Justo Foundation,art dealer,a,6.41
56945597985,Sem LLP,cable,a,6.53
56946407125,Quisque Fringilla Limited,computer,a,5.8
56993545247,Integer Vitae LLP,florists,b,3.54
57011992135,Nam Ac Ltd,computer,a,7.0
57021295485,Enim Etiam Imperdiet Limited,cable,a,5.75
57079678065,Hendrerit Donec Limited,digital goods,e,0.18
57082085511,Euismod Est Ltd,tent,a,5.64
57083783235,Dignissim Magna A LLC,tent,a,5.97
57093429717,Ac Turpis Associates,books,b,4.82
57223200264,Massa Suspendisse Corp.,art dealer,e,0.4
57230218402,Interdum Feugiat Foundation,stationery,a,6.4
57253456204,A Malesuada Associates,bicycle,a,5.86
57289898526,Mi Felis Adipiscing LLC,gift,a,6.39
57391651605,Dictum Mi Associates,opticians,a,6.17
57405729081,Augue Corporation,watch,c,2.22
57426521062,Nascetur Ridiculus Institute,opticians,c,2.66
57471217202,A Ultricies Institute,gift,b,4.65
57480173036,Dolor Sit Incorporated,health,a,6.55
57508813253,Vivamus Non LLC,florists,c,1.92
57540672941,Ante Vivamus Industries,bicycle,b,4.71
57554365043,Et Consulting,hobby,b,3.19
57566534349,Class Aptent PC,watch,a,6.52
57573802697,Tellus Id Nunc Incorporated,equipment,b,5.02
57626266756,Urna Justo Inc.,equipment,b,3.55
57680172958,Ullamcorper Viverra Incorporated,digital goods,b,3.9
57699602880,Tellus Id Institute,stationery,a,5.96
57757792876,Pretium Et LLC,stationery,a,5.53
57772891398,Risus Industries,health,a,6.05
57782107253,Sagittis Felis PC,hobby,c,2.83
57798993346,Malesuada LLC,tent,b,4.34
57824995706,Nulla LLP,tent,b,4.04
57860746842,Dui Augue PC,jewelry,b,4.64
57862801023,Nisi A Odio Associates,opticians,c,1.67
57867831267,Mi Lorem Inc.,watch,b,3.74
57900494384,Porttitor Tellus Corporation,tent,a,6.39
57937788884,In Felis Ltd,artist supply,c,2.87
57961198956,Cursus Institute,shoe,a,5.71
57984259689,Enim Non Inc.,computer,c,1.93
58019702129,Sapien Cras Institute,artist supply,a,5.82
58139231665,Dolor Nonummy Limited,equipment,c,1.64
58154486337,Malesuada Fringilla Est Institute,tent,a,5.96
58314972637,Nunc Ullamcorper Velit Inc.,music,a,6.96
58317155743,Ante Dictum Associates,gift,b,3.22
58321530622,Consequat Associates,shoe,b,3.19
58377425534,At Corp.,artist supply,b,4.48
58380745308,Auctor Quis Tristique Incorporated,health,b,4.28
58382415159,Auctor Odio Industries,hobby,a,5.82
58382897215,Erat Volutpat Incorporated,florists,a,5.58
58389062507,Nam Ltd,digital goods,c,2.25
58392414752,Mattis Ornare Lectus Inc.,florists,c,1.47
58408723909,Odio A Corporation,motor,b,3.66
58409055337,Commodo Auctor Velit Corporation,bicycle,d,1.34
58420836090,Duis Limited,art dealer,b,3.14
58454491168,Diam At Foundation,computer,a,6.01
58459771721,Vestibulum Mauris Corp.,shoe,c,1.77
58476363584,Mauris Blandit Foundation,watch,a,6.49
58495294020,Diam Nunc Associates,jewelry,b,3.98
58596147982,Rutrum Lorem Inc.,stationery,a,5.51
58680132589,Ut Nec Urna PC,art dealer,c,1.85
58688453868,Pharetra Sed LLC,digital goods,b,4.4
58715026442,Eget Incorporated,shoe,a,6.1
58727332026,Scelerisque LLP,artist supply,a,6.28
58729395250,Aliquam LLC,hobby,b,4.78
58741105428,Non Lobortis Corporation,computer,e,0.36
58776930712,Semper Limited,gift,a,6.78
58786009971,Tortor Integer Aliquam Incorporated,motor,a,6.8
58812213085,Fusce Aliquet Incorporated,opticians,c,2.2
58825561585,Enim PC,gift,c,2.53
58825694998,Mauris Id Ltd,furniture,a,6.34
58835628923,Torquent Per Ltd,books,c,2.5
58866359477,Eget Mollis Lectus Inc.,furniture,b,3.33
58869593769,Magna Duis Dignissim Corp.,garden supply,a,6.21
58870269317,Vel Turpis Company,computer,c,2.99
58881822825,Orci Luctus Et Industries,computer,a,5.93
58895707108,Lobortis Risus LLP,motor,b,4.53
58899084497,Sed Auctor Odio PC,telecom,c,1.92
58913632134,Sodales Mauris Company,watch,c,1.5
58966366292,Dictum Eu Corp.,furniture,d,0.57
58977869394,Diam Dictum Consulting,equipment,b,5.01
59039508122,Augue Ut Lacus Foundation,jewelry,c,3.0
59067200778,Dolor Nulla Ltd,digital goods,a,5.55
59079680636,Velit Aliquam Foundation,art dealer,a,5.68
59128133246,Ut Tincidunt Foundation,opticians,a,6.3
59140301134,Risus Donec Egestas Corporation,garden supply,a,6.85
59153557367,Magna Ut Incorporated,bicycle,a,6.8
59162205130,Ante Dictum LLC,motor,c,1.47
59190126409,Malesuada PC,florists,a,6.87
59248738261,Ullamcorper Ltd,equipment,c,2.8
59274084898,Sodales Elit PC,telecom,c,2.01
59288709135,Pede Suspendisse Institute,health,b,3.74
59329605791,Donec Fringilla Associates,gift,b,4.97
59331766724,Semper Auctor Mauris Corp.,music,b,4.67
59335427001,Suspendisse Tristique Associates,motor,b,4.32
59358011432,Lacinia Orci Associates,digital goods,e,0.24
59366832940,Est Ac Ltd,stationery,a,6.9
59417171491,Ac Mi Eleifend Limited,equipment,b,3.28
59450324455,Phasellus Dapibus Corporation,motor,b,4.84
59468928008,Eu Corp.,books,b,4.31
59477140425,Amet Orci Ut LLP,health,b,3.92
59547553329,Phasellus Elit Consulting,florists,a,6.1
59581212604,Magna Phasellus Foundation,motor,c,1.75
59589609053,Adipiscing Non LLP,antique,c,2.22
59614227972,Vitae Orci Phasellus LLP,garden supply,b,3.72
59615752944,Mauris Corporation,stationery,b,3.86
59658193201,Id Ante Institute,cable,a,6.16
59659309503,Lacus Vestibulum Associates,telecom,c,2.94
59737558413,Sem Foundation,tent,a,6.12
59739116052,Ultrices Mauris Foundation,garden supply,b,4.0
59853422669,Tempus PC,shoe,b,3.79
59873499253,Velit Associates,watch,b,4.85
59962058395,Pellentesque Tincidunt Associates,florists,d,1.31
59965794726,Dictum Corp.,health,a,6.39
59969380468,Non Corporation,music,b,4.18
60023412760,Eleifend Vitae Erat Corporation,music,a,6.22
60050955776,Libero Integer Industries,artist supply,a,6.55
60061618643,Aliquet Vel Vulputate Ltd,computer,a,6.94
60061691817,Enim Mi Institute,artist supply,a,6.81
60070647768,Lacinia Corp.,artist supply,c,1.92
60072023557,Tellus Faucibus Associates,computer,b,4.57
60090918663,Blandit Congue Ltd,shoe,c,2.99
60111071436,Imperdiet Non LLC,cable,a,6.84
60121698774,Nec Tempus Inc.,garden supply,a,5.52
60123474601,Non Massa Non Institute,art dealer,b,4.7
60150317439,In Institute,watch,a,6.06
60152133722,Amet Ornare Company,opticians,a,6.08
60196678179,Ac Fermentum Associates,stationery,d,0.9
60240099150,Adipiscing Industries,shoe,a,5.99
60318067173,Placerat Velit LLP,shoe,b,5.1
60321593978,Sed Pharetra Felis PC,computer,b,3.49
60403857139,Sed Nulla Ante PC,garden supply,b,3.56
60421951083,Risus At Corp.,bicycle,b,4.92
60429241521,Vitae Corp.,opticians,b,4.17
60462729568,Mattis Limited,garden supply,a,6.13
60470122582,Consequat Purus Industries,telecom,b,4.95
60470829287,Phasellus Nulla Incorporated,cable,b,3.41
60539272146,Ipsum Cursus LLP,antique,d,0.81
60573599765,Arcu Limited,furniture,a,6.91
60602272553,Sagittis Duis Gravida Incorporated,opticians,b,4.93
60616659469,Tortor At Ltd,artist supply,b,3.97
60641607697,Non Enim Foundation,art dealer,b,3.69
60646270419,Hendrerit Donec Porttitor Inc.,garden supply,b,3.82
60650953328,Integer LLC,shoe,a,5.97
60654402457,Lacus Quisque Imperdiet Institute,digital goods,b,3.52
60706491699,Gravida Praesent Corp.,health,b,4.24
60714620509,Suspendisse Sagittis Incorporated,health,a,5.74
60778762062,Ut Associates,tent,c,2.61
60813622669,Auctor Velit Consulting,computer,a,6.67
60821630269,Malesuada Vel Venenatis Foundation,gift,a,6.37
60829135130,Tellus Imperdiet Non Inc.,equipment,d,1.18
60836029312,Montes Nascetur Institute,opticians,a,6.27
60876187134,Fusce Mollis Duis Incorporated,shoe,a,5.55
60876328805,Consequat Dolor PC,motor,c,2.24
60922283533,Feugiat Non PC,motor,a,6.64
60956456424,Ultricies Dignissim LLP,gift,b,4.69
60963420870,In Felis LLP,stationery,b,4.17
60975088321,Dui Augue Consulting,shoe,a,6.78
60978195146,Lobortis Tellus Corp.,shoe,c,1.44
61050921768,Mauris Rhoncus LLP,bicycle,b,4.78
61060163427,Aliquam Nec Enim PC,florists,b,3.67
61080648284,Lobortis Ultrices LLC,artist supply,a,6.5
61085944703,Vestibulum Mauris Institute,telecom,a,6.45
61112604295,Vel Lectus Cum LLC,equipment,c,1.7
61213731974,Dis Parturient Montes Corporation,bicycle,a,5.99
61238934884,Arcu Vel PC,cable,a,6.04
61242800720,Turpis Inc.,cable,b,3.39
61243536058,Facilisis Corporation,bicycle,c,1.94
61310985405,Ipsum Primis In Corporation,telecom,a,6.61
61333423388,Ligula Nullam LLP,hobby,b,4.49
61335088393,Et Magnis Company,shoe,b,4.92
61376261291,Fusce Diam Limited,furniture,a,6.76
61412665910,Tempor Inc.,furniture,c,1.75
61447419161,Mollis Dui In LLP,gift,c,2.06
61481587663,Egestas Rhoncus Proin Inc.,tent,b,4.08
61547674285,Ipsum Suspendisse PC,stationery,d,0.62
61562383191,Quis Urna Consulting,florists,a,6.27
61569154734,Blandit At Nisi PC,tent,a,5.78
61619924340,In Mi Institute,shoe,c,2.83
61634218640,Nam Interdum Enim Corporation,furniture,c,2.86
61639583117,Tincidunt Nunc Institute,motor,b,3.72
61675439608,Nulla At Sem Corp.,art dealer,c,2.97
61728854460,Elit Pharetra PC,computer,a,5.71
61745157507,Scelerisque Neque Nullam Ltd,books,c,2.86
61766463985,Integer Vulputate Foundation,health,a,6.43
61812192237,Nunc Mauris Elit Corp.,stationery,c,1.84
61813633430,Nunc Pulvinar Arcu Foundation,shoe,a,6.89
61845622676,Turpis In Incorporated,gift,c,2.48
61867784114,Pharetra Felis Limited,motor,c,1.68
61910841091,Vitae Erat Vivamus LLP,antique,a,6.13
61939167097,Pede Cras Corp.,motor,b,4.66
61941120453,Fringilla Mi Lacinia Incorporated,telecom,a,5.55
61958699237,Lorem Ipsum Industries,furniture,a,5.63
61968317984,Ante Ipsum Ltd,motor,e,0.4
61991570212,A Ltd,tent,a,6.18
61997656782,Mauris Erat Ltd,motor,b,4.4
62009586337,Aliquet Magna A Ltd,cable,b,4.78
62015733331,Arcu Vivamus Ltd,furniture,b,3.78
62029309613,Cras Sed Leo Foundation,computer,a,5.65
62040991164,Augue Inc.,cable,b,4.96
62069676741,Nec Mauris Blandit Foundation,equipment,a,5.73
62074083335,Aliquet Libero Corporation,computer,a,6.76
62100554322,Tempor Limited,books,a,6.28
62135501337,Pede Corp.,health,a,6.32
62170730910,Volutpat Nunc Sit Institute,gift,b,3.8
62191208634,Cursus Non Egestas Foundation,furniture,c,2.17
62204398944,Vel Institute,bicycle,a,6.79
62224020443,Hendrerit A Corporation,watch,a,6.64
62241198510,Imperdiet Ltd,opticians,b,5.0
62249204345,Iaculis Inc.,health,a,5.58
62285108846,Dignissim Lacus Corporation,gift,d,0.59
62346852889,Phasellus Vitae Corporation,hobby,c,1.93
62363832078,Euismod Ac Corp.,furniture,a,6.66
62368259299,Et Rutrum Associates,motor,a,6.41
62379298278,Vitae Purus Industries,shoe,a,5.99
62381947723,Sagittis PC,garden supply,c,2.06
62403837535,Morbi Limited,digital goods,a,6.46
62422038748,Tempus Scelerisque Lorem PC,equipment,c,1.64
62464051354,Rhoncus Id Institute,motor,a,5.55
62464569593,Est Ac LLC,digital goods,d,1.06
62483383956,Nec PC,motor,a,6.27
62499158977,Convallis Est Ltd,florists,a,5.7
62580273150,Non Feugiat Nec LLC,music,a,6.41
62583219931,Mi Lacinia Mattis Corporation,bicycle,a,5.5
62596784370,Nec Imperdiet Company,music,c,2.28
62607401721,Tellus Phasellus Industries,tent,a,6.26
62688594508,Lobortis Nisi Associates,jewelry,d,0.88
62692834922,Cum Sociis Company,telecom,a,6.43
62694031334,Vel Est Tempor LLP,computer,a,5.76
62708477486,Gravida Sagittis Institute,antique,b,4.51
62711420968,Volutpat Ornare LLP,gift,b,3.86
62735494616,Cras Lorem Lorem Limited,health,a,6.92
62739118502,Vel Venenatis Vel Consulting,equipment,b,4.5
62743415502,Auctor Vitae Aliquet Foundation,health,c,2.42
62773208456,Ac Institute,watch,c,2.62
62774554856,Dolor Foundation,opticians,a,6.8
62787106107,Posuere At Velit Incorporated,tent,c,2.87
62807084929,Pede Ac Urna LLP,computer,c,2.17
62818707868,Sollicitudin A Industries,tent,a,5.74
62854571289,Nibh Quisque Institute,antique,c,2.72
62924351636,Sem PC,telecom,a,5.73
62940816804,Non Foundation,equipment,b,3.8
62981190818,Quis LLC,computer,a,6.76
62981771325,Eu Neque Pellentesque Ltd,motor,b,4.0
63032122101,Luctus Aliquet Corporation,watch,a,5.81
63036541291,Donec Dignissim Associates,cable,b,3.8
63071746690,Mollis Vitae LLC,opticians,a,6.93
63105795563,Aliquet Consulting,artist supply,a,5.94
63123845164,Odio Phasellus Institute,artist supply,a,6.59
63214122543,Arcu Ac Orci Ltd,hobby,a,6.2
63265918828,Diam At Pretium Inc.,opticians,a,6.33
63275985428,Cras Pellentesque Sed Corp.,florists,a,6.22
63286055458,Maecenas Libero Est Inc.,hobby,a,6.52
63290521567,Vehicula Pellentesque Corporation,artist supply,a,6.48
63300242141,Lacus Varius Et Consulting,digital goods,c,1.62
63307448428,Aliquam Rutrum Industries,opticians,b,5.05
63358217962,Nulla Facilisis Suspendisse LLP,florists,c,3.0
63360290524,Nunc Mauris LLC,tent,a,6.72
63408991537,Duis Cursus Inc.,computer,a,6.74
63419471661,Eget Magna Corp.,equipment,b,5.07
63433167613,Penatibus Industries,music,c,1.97
63442187477,Vestibulum Lorem Corp.,hobby,b,3.41
63453073175,Cras Vehicula Aliquet Consulting,gift,a,6.15
63461436707,Felis Ullamcorper Viverra LLP,watch,a,5.57
63465140133,Vitae Odio Limited,digital goods,b,3.68
63469048699,Eget Massa Ltd,music,a,6.2
63470567616,Risus Nunc Ac Corporation,florists,c,1.54
63491526748,Neque Non Company,computer,a,6.74
63523606379,Parturient Montes Nascetur Limited,tent,a,6.8
63549078265,Tempus Institute,artist supply,a,6.01
63549963476,Proin Velit LLP,florists,a,6.01
63685007785,Augue Eu Tempor Associates,cable,e,0.38
63710240186,Mauris Integer Sem Foundation,motor,c,3.09
63728747020,Lobortis Ultrices Ltd,gift,a,5.73
63734543365,Odio Etiam Company,books,c,3.06
63735907565,Vel Associates,bicycle,c,1.55
63740885149,Nullam Lobortis Quam PC,books,c,1.46
63789206880,Mauris Molestie Industries,opticians,a,5.96
63796115293,Vitae Semper Egestas Institute,books,a,5.78
63817709749,A Felis Ullamcorper Industries,books,b,4.4
63818670309,Auctor Corp.,watch,a,5.71
63826476372,Consequat Nec Corp.,health,b,4.57
63830011067,Amet Lorem Consulting,gift,a,5.68
63861708370,Morbi Accumsan LLC,computer,b,3.45
63862862264,Habitant Inc.,motor,a,5.74
63907965541,Massa Mauris Corporation,art dealer,c,1.69
63937753588,Ac Metus Vitae Company,furniture,b,4.17
63948574402,Elit Pharetra Incorporated,artist supply,b,4.37
63948652504,Curabitur Consequat Lectus LLP,health,b,3.7
63952221889,Non Limited,gift,c,1.94
63975991689,Tellus Consulting,telecom,b,4.79
63978837398,In Tincidunt PC,computer,a,6.76
64033337945,In Lobortis Limited,garden supply,b,3.67
64040663159,Nec Metus LLP,digital goods,c,2.09
64094501963,Dictum Mi Corporation,antique,c,3.0
64112855512,Sed Auctor Associates,computer,c,1.78
64127544910,Nulla In Associates,cable,c,1.89
64143552561,Fusce Feugiat Associates,jewelry,a,5.88
64145901913,A Inc.,furniture,c,2.72
64185141673,Maecenas Corp.,artist supply,a,5.77
64196096120,Turpis Incorporated,gift,e,0.23
64203420245,Pede Nonummy Corp.,tent,c,2.86
64208631487,Pharetra Nibh Aliquam Foundation,shoe,b,3.78
64272336774,Vehicula Et LLC,artist supply,a,5.67
64278053738,Magna Malesuada Foundation,books,a,6.46
64295673283,Molestie Dapibus Industries,music,c,1.61
64297965205,Quisque Ac Libero LLP,books,a,6.59
64384611134,Eget Dictum Placerat Ltd,digital goods,c,2.59
64403598239,Lobortis Ultrices Company,music,a,6.31
64423487782,A LLC,furniture,a,6.44
64431686132,Aliquam Enim Ltd,motor,a,6.55
64435268766,Id Enim Institute,bicycle,c,2.89
64464998822,Vitae Semper LLP,motor,b,4.31
64498959678,Nunc Sed PC,artist supply,c,2.33
64521628277,Augue Sed Limited,bicycle,a,6.15
64523396248,Sapien Nunc Pulvinar Foundation,bicycle,b,4.38
64573039027,Magna Sed Eu Associates,computer,a,5.64
64581529554,Tempus Eu Ligula Inc.,computer,e,0.33
64609388293,Vitae Erat Industries,shoe,a,6.01
64638198267,Lectus Sit Corp.,computer,a,5.68
64644843223,Dictum Augue Consulting,motor,a,5.53
64648788229,Nisl Maecenas LLC,jewelry,c,2.1
64652625932,Vulputate Lacus Cras Ltd,watch,a,5.79
64732735902,Imperdiet Non Vestibulum Institute,computer,a,5.51
64821359458,Luctus Curabitur Ltd,furniture,a,6.77
64859340118,Arcu Imperdiet LLP,gift,a,6.49
64928973842,Sed Company,computer,e,0.41
64931596817,Malesuada Fringilla Incorporated,music,b,3.22
64938910147,Cras Interdum Incorporated,artist supply,a,6.6
64941032224,Tincidunt Aliquam Industries,stationery,a,6.11
64953561005,Orci Phasellus Dapibus Inc.,books,a,6.66
64960464534,Nibh Sit Amet Institute,music,a,6.04
64974914166,Consectetuer Adipiscing Elit LLC,digital goods,c,2.12
65022194603,Ultricies Ltd,garden supply,a,6.3
65027706740,Sed Orci Lobortis Company,equipment,c,2.37
65038094136,Praesent Interdum Associates,stationery,a,6.57
65122248893,Egestas Hendrerit Neque Institute,antique,c,1.97
65134002757,Elit Etiam Laoreet Foundation,stationery,d,0.85
65150917863,Aliquam Iaculis Lacus LLC,opticians,b,3.6
65161304947,Malesuada Inc.,opticians,b,4.97
65168284301,Dui LLC,jewelry,b,4.98
65175701530,Sed Leo Cras Industries,furniture,a,5.64
65189626072,Sollicitudin Orci Incorporated,garden supply,a,6.55
65202518558,Purus Nullam Incorporated,shoe,a,6.27
65204103269,Est Ac Mattis Ltd,cable,b,4.93
65265226392,Et Commodo LLP,antique,b,3.93
65276790047,Bibendum Fermentum LLP,jewelry,b,4.51
65278963534,Sed Pede Cum Incorporated,stationery,c,2.81
65337745105,Nunc LLP,furniture,b,4.96
65345485504,Elementum Dui Limited,cable,b,4.25
65401793264,A Mi Fringilla PC,music,b,3.78
65415777658,Nulla Interdum Curabitur Institute,art dealer,c,1.72
65426342453,Nisl Nulla Eu LLC,florists,b,3.53
65452312369,Mi Fringilla LLC,health,c,1.69
65453072511,Vehicula Aliquet LLC,computer,d,0.88
65462135385,Vitae Velit LLC,equipment,a,6.85
65527917790,Nulla Cras Corporation,bicycle,a,6.84
65600957125,Orci Luctus Inc.,digital goods,c,2.46
65629452396,Interdum Curabitur LLP,watch,c,2.98
65668855732,In Nec Industries,cable,a,6.67
65674339048,Aliquet Company,digital goods,c,2.13
65731681830,Duis Gravida PC,gift,b,4.44
65735508037,Vestibulum Ante Ipsum LLP,florists,b,3.43
65739256790,Adipiscing Elit Company,artist supply,c,3.01
65741331791,Tellus Faucibus Inc.,digital goods,b,4.22
65892608066,Penatibus Et Corporation,computer,b,3.88
65907027247,Fringilla Porttitor Limited,shoe,a,6.26
65925117805,Semper Erat In PC,furniture,b,4.09
65959377833,Lobortis Augue Ltd,jewelry,c,2.01
66015997670,A Ultricies Ltd,hobby,c,1.78
66030670083,Convallis Erat Eget Foundation,books,b,3.58
66034737896,Luctus Ut LLC,watch,b,4.43
66066213362,Nunc Sed LLP,stationery,a,6.5
66069111675,Elementum At Ltd,art dealer,a,6.1
66079287213,Hendrerit Corporation,gift,a,6.02
66118124566,Interdum LLC,digital goods,a,6.51
66149479735,Eu Dui Institute,music,b,5.08
66161087361,Morbi LLC,stationery,b,4.71
